County Name,Quarterly Rate,Overdose Type,Type of Rate,Time Measure,Time Period,Year,Quarter Date Start,Notes,County Code Number,County Code Text,State FIPS Code,County FIPS Code,Latitude,Longitude,Georeferenced Latitude & Longitude
Monroe,7.46,Heroin Overdose,"Rate of ED Visits per 10,000 Visits (by facility location)",Quarterly Rates,2016 Q4,2016,10/01/2016,Less than 100% of Emergency Departments in the County are Under Surveillance.,45,45,42,89,41.06091787,-75.34083603,POINT (-75.34083603 41.06091787)
Lycoming,,Any Opioid Overdose,"Rate of ED Visits per 10,000 Population (by patient location)",Quarterly Rates,2020 Q1,2020,01/01/2020,Not displayed when count is between 1 and 4.,41,41,42,81,41.34459792,-77.06942457,POINT (-77.06942457 41.34459792)
Indiana,2.13,Any Opioid Overdose,"Rate of ED Visits per 10,000 Population (by patient location)",Quarterly Rates,2020 Q1,2020,01/01/2020,,32,32,42,63,40.65295497,-79.09333493,POINT (-79.09333493 40.65295497)
Butler,5.16,Any Drug Overdose,"Rate of ED Visits per 10,000 Population (by patient location)",Quarterly Rates,2019 Q1,2019,01/01/2019,,10,10,42,19,40.91083185,-79.91711779,POINT (-79.91711779 40.91083185)
Forest,0,Any Opioid Overdose,"Rate of ED Visits per 10,000 Population (by patient location)",Quarterly Rates,2017 Q1,2017,01/01/2017,,27,27,42,53,41.51357876,-79.23780995,POINT (-79.23780995 41.51357876)
Armstrong,6.44,Any Drug Overdose,"Rate of ED Visits per 10,000 Population (by patient location)",Quarterly Rates,2018 Q1,2018,01/01/2018,,3,3,42,5,40.81509526,-79.47316899,POINT (-79.47316899 40.81509526)
Fulton,,Any Opioid Overdose,"Rate of ED Visits per 10,000 Population (by patient location)",Quarterly Rates,2018 Q3,2018,07/01/2018,Not displayed when count is between 1 and 4.,29,29,42,57,39.92487511,-78.11485045,POINT (-78.11485045 39.92487511)
Allegheny,2.25,Any Opioid Overdose,"Rate of ED Visits per 10,000 Population (by patient location)",Quarterly Rates,2018 Q4,2018,10/01/2018,,2,2,42,3,40.46735543,-79.98619843,POINT (-79.98619843 40.46735543)
Susquehanna,0,Heroin Overdose,"Rate of ED Visits per 10,000 Population (by patient location)",Quarterly Rates,2020 Q1,2020,01/01/2020,,58,58,42,115,41.8205686,-75.80250303,POINT (-75.80250303 41.8205686)
Butler,0.86,Heroin Overdose,"Rate of ED Visits per 10,000 Population (by patient location)",Quarterly Rates,2016 Q4,2016,10/01/2016,,10,10,42,19,40.91083185,-79.91711779,POINT (-79.91711779 40.91083185)
Bedford,17.07,Any Opioid Overdose,"Rate of ED Visits per 10,000 Visits (by facility location)",Quarterly Rates,2018 Q4,2018,10/01/2018,,5,5,42,9,40.00737536,-78.49116474,POINT (-78.49116474 40.00737536)
McKean,0,Heroin Overdose,"Rate of ED Visits per 10,000 Population (by patient location)",Quarterly Rates,2016 Q4,2016,10/01/2016,,42,42,42,83,41.81037074,-78.5712202,POINT (-78.5712202 41.81037074)
Allegheny,4.28,Any Opioid Overdose,"Rate of ED Visits per 10,000 Population (by patient location)",Quarterly Rates,2017 Q3,2017,07/01/2017,,2,2,42,3,40.46735543,-79.98619843,POINT (-79.98619843 40.46735543)
Wyoming,42.82,Any Drug Overdose,"Rate of ED Visits per 10,000 Visits (by facility location)",Quarterly Rates,2019 Q2,2019,04/01/2019,,66,66,42,131,41.51892488,-76.01813003,POINT (-76.01813003 41.51892488)
Cambria,9.11,Any Drug Overdose,"Rate of ED Visits per 10,000 Population (by patient location)",Quarterly Rates,2018 Q3,2018,07/01/2018,,11,11,42,21,40.49127491,-78.71894174,POINT (-78.71894174 40.49127491)
Clinton,6.98,Any Drug Overdose,"Rate of ED Visits per 10,000 Population (by patient location)",Quarterly Rates,2018 Q3,2018,07/01/2018,,18,18,42,35,41.23286274,-77.6428376,POINT (-77.6428376 41.23286274)
Elk,10.93,Any Drug Overdose,"Rate of ED Visits per 10,000 Population (by patient location)",Quarterly Rates,2017 Q1,2017,01/01/2017,,24,24,42,47,41.42819416,-78.64947713,POINT (-78.64947713 41.42819416)
Cambria,8.35,Any Drug Overdose,"Rate of ED Visits per 10,000 Population (by patient location)",Quarterly Rates,2019 Q3,2019,07/01/2019,,11,11,42,21,40.49127491,-78.71894174,POINT (-78.71894174 40.49127491)
Columbia,,Heroin Overdose,"Rate of ED Visits per 10,000 Population (by patient location)",Quarterly Rates,2019 Q1,2019,01/01/2019,Not displayed when count is between 1 and 4.,19,19,42,37,41.04912086,-76.4100218,POINT (-76.4100218 41.04912086)
Clarion,0,Any Opioid Overdose,"Rate of ED Visits per 10,000 Visits (by facility location)",Quarterly Rates,2018 Q3,2018,07/01/2018,,16,16,42,31,41.19279129,-79.42483608,POINT (-79.42483608 41.19279129)
Clinton,0,Any Opioid Overdose,"Rate of ED Visits per 10,000 Visits (by facility location)",Quarterly Rates,2018 Q2,2018,04/01/2018,,18,18,42,35,41.23286274,-77.6428376,POINT (-77.6428376 41.23286274)
Mercer,1.9,Heroin Overdose,"Rate of ED Visits per 10,000 Population (by patient location)",Quarterly Rates,2019 Q3,2019,07/01/2019,,43,43,42,85,41.30237777,-80.26009411,POINT (-80.26009411 41.30237777)
Juniata,,Any Drug Overdose,"Rate of ED Visits per 10,000 Visits (by facility location)",Quarterly Rates,2019 Q1,2019,01/01/2019,No Emergency Department Identified in County.,34,34,42,67,40.53433008,-77.405775,POINT (-77.405775 40.53433008)
Berks,82.2,Any Drug Overdose,"Rate of ED Visits per 10,000 Visits (by facility location)",Quarterly Rates,2019 Q3,2019,07/01/2019,,6,6,42,11,40.41939635,-75.93077327,POINT (-75.93077327 40.41939635)
Lebanon,19.38,Any Opioid Overdose,"Rate of ED Visits per 10,000 Visits (by facility location)",Quarterly Rates,2019 Q4,2019,10/01/2019,,38,38,42,75,40.367597,-76.46182575,POINT (-76.46182575 40.367597)
Crawford,,Any Opioid Overdose,"Rate of ED Visits per 10,000 Visits (by facility location)",Quarterly Rates,2016 Q4,2016,10/01/2016,Not displayed when count is between 1 and 4.,20,20,42,39,41.68546907,-80.11321083,POINT (-80.11321083 41.68546907)
Erie,10.29,Any Drug Overdose,"Rate of ED Visits per 10,000 Population (by patient location)",Quarterly Rates,2019 Q3,2019,07/01/2019,,25,25,42,49,41.99413787,-80.0407591,POINT (-80.0407591 41.99413787)
Blair,5.34,Heroin Overdose,"Rate of ED Visits per 10,000 Visits (by facility location)",Quarterly Rates,2018 Q1,2018,01/01/2018,,7,7,42,13,40.48555024,-78.34907687,POINT (-78.34907687 40.48555024)
Greene,,Heroin Overdose,"Rate of ED Visits per 10,000 Visits (by facility location)",Quarterly Rates,2019 Q2,2019,04/01/2019,Not displayed when count is between 1 and 4.,30,30,42,59,39.85480393,-80.22943817,POINT (-80.22943817 39.85480393)
Venango,59.54,Any Drug Overdose,"Rate of ED Visits per 10,000 Visits (by facility location)",Quarterly Rates,2018 Q4,2018,10/01/2018,,61,61,42,121,41.40341259,-79.76286561,POINT (-79.76286561 41.40341259)
Lawrence,13.46,Any Drug Overdose,"Rate of ED Visits per 10,000 Population (by patient location)",Quarterly Rates,2018 Q4,2018,10/01/2018,,37,37,42,73,40.99325035,-80.33754114,POINT (-80.33754114 40.99325035)
Monroe,2.06,Any Opioid Overdose,"Rate of ED Visits per 10,000 Population (by patient location)",Quarterly Rates,2018 Q2,2018,04/01/2018,,45,45,42,89,41.06091787,-75.34083603,POINT (-75.34083603 41.06091787)
Montour,0,Heroin Overdose,"Rate of ED Visits per 10,000 Population (by patient location)",Quarterly Rates,2018 Q4,2018,10/01/2018,,47,47,42,93,41.02801824,-76.66470527,POINT (-76.66470527 41.02801824)
Chester,78.34,Any Drug Overdose,"Rate of ED Visits per 10,000 Visits (by facility location)",Quarterly Rates,2019 Q3,2019,07/01/2019,Less than 100% of Emergency Departments in the County are Under Surveillance.,15,15,42,29,39.97487056,-75.75626498,POINT (-75.75626498 39.97487056)
Clarion,50.21,Any Drug Overdose,"Rate of ED Visits per 10,000 Visits (by facility location)",Quarterly Rates,2019 Q1,2019,01/01/2019,,16,16,42,31,41.19279129,-79.42483608,POINT (-79.42483608 41.19279129)
Franklin,52.31,Any Drug Overdose,"Rate of ED Visits per 10,000 Visits (by facility location)",Quarterly Rates,2018 Q1,2018,01/01/2018,,28,28,42,55,39.92786197,-77.72398845,POINT (-77.72398845 39.92786197)
Fayette,2.15,Heroin Overdose,"Rate of ED Visits per 10,000 Population (by patient location)",Quarterly Rates,2019 Q4,2019,10/01/2019,,26,26,42,51,39.9194478,-79.65189635,POINT (-79.65189635 39.9194478)
Greene,0,Heroin Overdose,"Rate of ED Visits per 10,000 Population (by patient location)",Quarterly Rates,2017 Q4,2017,10/01/2017,,30,30,42,59,39.85480393,-80.22943817,POINT (-80.22943817 39.85480393)
Forest,0,Heroin Overdose,"Rate of ED Visits per 10,000 Population (by patient location)",Quarterly Rates,2017 Q3,2017,07/01/2017,,27,27,42,53,41.51357876,-79.23780995,POINT (-79.23780995 41.51357876)
Fayette,16.27,Heroin Overdose,"Rate of ED Visits per 10,000 Visits (by facility location)",Quarterly Rates,2018 Q1,2018,01/01/2018,,26,26,42,51,39.9194478,-79.65189635,POINT (-79.65189635 39.9194478)
Lancaster,24.13,Any Opioid Overdose,"Rate of ED Visits per 10,000 Visits (by facility location)",Quarterly Rates,2017 Q2,2017,04/01/2017,Less than 100% of Emergency Departments in the County are Under Surveillance.,36,36,42,71,40.04590796,-76.25138768,POINT (-76.25138768 40.04590796)
Forest,,Any Opioid Overdose,"Rate of ED Visits per 10,000 Visits (by facility location)",Quarterly Rates,2018 Q2,2018,04/01/2018,No Emergency Department Identified in County.,27,27,42,53,41.51357876,-79.23780995,POINT (-79.23780995 41.51357876)
Chester,0.9,Heroin Overdose,"Rate of ED Visits per 10,000 Population (by patient location)",Quarterly Rates,2019 Q4,2019,10/01/2019,,15,15,42,29,39.97487056,-75.75626498,POINT (-75.75626498 39.97487056)
Crawford,53.69,Any Drug Overdose,"Rate of ED Visits per 10,000 Visits (by facility location)",Quarterly Rates,2017 Q3,2017,07/01/2017,,20,20,42,39,41.68546907,-80.11321083,POINT (-80.11321083 41.68546907)
Fayette,77.65,Any Drug Overdose,"Rate of ED Visits per 10,000 Visits (by facility location)",Quarterly Rates,2016 Q3,2016,07/01/2016,,26,26,42,51,39.9194478,-79.65189635,POINT (-79.65189635 39.9194478)
Berks,1.71,Heroin Overdose,"Rate of ED Visits per 10,000 Population (by patient location)",Quarterly Rates,2019 Q3,2019,07/01/2019,,6,6,42,11,40.41939635,-75.93077327,POINT (-75.93077327 40.41939635)
Schuylkill,0.7,Heroin Overdose,"Rate of ED Visits per 10,000 Population (by patient location)",Quarterly Rates,2018 Q4,2018,10/01/2018,,54,54,42,107,40.70751243,-76.22332385,POINT (-76.22332385 40.70751243)
Bucks,1.02,Heroin Overdose,"Rate of ED Visits per 10,000 Population (by patient location)",Quarterly Rates,2019 Q3,2019,07/01/2019,,9,9,42,17,40.33501133,-75.11291241,POINT (-75.11291241 40.33501133)
Juniata,,Any Drug Overdose,"Rate of ED Visits per 10,000 Visits (by facility location)",Quarterly Rates,2017 Q3,2017,07/01/2017,No Emergency Department Identified in County.,34,34,42,67,40.53433008,-77.405775,POINT (-77.405775 40.53433008)
Lancaster,13.05,Heroin Overdose,"Rate of ED Visits per 10,000 Visits (by facility location)",Quarterly Rates,2017 Q4,2017,10/01/2017,Less than 100% of Emergency Departments in the County are Under Surveillance.,36,36,42,71,40.04590796,-76.25138768,POINT (-76.25138768 40.04590796)
Centre,,Heroin Overdose,"Rate of ED Visits per 10,000 Population (by patient location)",Quarterly Rates,2018 Q1,2018,01/01/2018,Not displayed when count is between 1 and 4.,14,14,42,27,40.9193135,-77.82500112,POINT (-77.82500112 40.9193135)
Columbia,,Heroin Overdose,"Rate of ED Visits per 10,000 Visits (by facility location)",Quarterly Rates,2018 Q2,2018,04/01/2018,Less than 100% of Emergency Departments in the County are Under Surveillance. Not displayed when count is between 1 and 4.,19,19,42,37,41.04912086,-76.4100218,POINT (-76.4100218 41.04912086)
Lebanon,0.92,Heroin Overdose,"Rate of ED Visits per 10,000 Population (by patient location)",Quarterly Rates,2019 Q2,2019,04/01/2019,,38,38,42,75,40.367597,-76.46182575,POINT (-76.46182575 40.367597)
Washington,26.7,Heroin Overdose,"Rate of ED Visits per 10,000 Visits (by facility location)",Quarterly Rates,2016 Q3,2016,07/01/2016,,63,63,42,125,40.19109663,-80.25180083,POINT (-80.25180083 40.19109663)
Perry,2.82,Any Opioid Overdose,"Rate of ED Visits per 10,000 Population (by patient location)",Quarterly Rates,2018 Q4,2018,10/01/2018,,50,50,42,99,40.40415317,-77.25907385,POINT (-77.25907385 40.40415317)
Lehigh,10.62,Any Drug Overdose,"Rate of ED Visits per 10,000 Population (by patient location)",Quarterly Rates,2020 Q1,2020,01/01/2020,,39,39,42,77,40.61464794,-75.60099481,POINT (-75.60099481 40.61464794)
Montgomery,0.97,Heroin Overdose,"Rate of ED Visits per 10,000 Population (by patient location)",Quarterly Rates,2019 Q3,2019,07/01/2019,,46,46,42,91,40.20989874,-75.37252001,POINT (-75.37252001 40.20989874)
Warren,45.76,Any Drug Overdose,"Rate of ED Visits per 10,000 Visits (by facility location)",Quarterly Rates,2016 Q4,2016,10/01/2016,,62,62,42,123,41.81675237,-79.27858158,POINT (-79.27858158 41.81675237)
Chester,11.2,Heroin Overdose,"Rate of ED Visits per 10,000 Visits (by facility location)",Quarterly Rates,2019 Q1,2019,01/01/2019,,15,15,42,29,39.97487056,-75.75626498,POINT (-75.75626498 39.97487056)
Northampton,7.38,Heroin Overdose,"Rate of ED Visits per 10,000 Visits (by facility location)",Quarterly Rates,2019 Q1,2019,01/01/2019,Less than 100% of Emergency Departments in the County are Under Surveillance.,48,48,42,95,40.7545954,-75.31263726,POINT (-75.31263726 40.7545954)
Bradford,,Any Opioid Overdose,"Rate of ED Visits per 10,000 Visits (by facility location)",Quarterly Rates,2018 Q3,2018,07/01/2018,Not displayed when count is between 1 and 4.,8,8,42,15,41.79117814,-76.51825624,POINT (-76.51825624 41.79117814)
Fulton,9.64,Any Drug Overdose,"Rate of ED Visits per 10,000 Population (by patient location)",Quarterly Rates,2018 Q3,2018,07/01/2018,,29,29,42,57,39.92487511,-78.11485045,POINT (-78.11485045 39.92487511)
Mercer,10.21,Any Drug Overdose,"Rate of ED Visits per 10,000 Population (by patient location)",Quarterly Rates,2018 Q2,2018,04/01/2018,,43,43,42,85,41.30237777,-80.26009411,POINT (-80.26009411 41.30237777)
Pennsylvania,1.96,Any Opioid Overdose,"Rate of ED Visits per 10,000 Population (by patient location)",Quarterly Rates,2018 Q4,2018,10/01/2018,,0,0,42,0,39.346129,-75.167756,POINT (-75.167756 39.346129)
Carbon,16.6,Any Drug Overdose,"Rate of ED Visits per 10,000 Population (by patient location)",Quarterly Rates,2017 Q3,2017,07/01/2017,,13,13,42,25,40.91936701,-75.71107039,POINT (-75.71107039 40.91936701)
Northampton,1.41,Heroin Overdose,"Rate of ED Visits per 10,000 Population (by patient location)",Quarterly Rates,2018 Q3,2018,07/01/2018,,48,48,42,95,40.7545954,-75.31263726,POINT (-75.31263726 40.7545954)
Mercer,1.86,Heroin Overdose,"Rate of ED Visits per 10,000 Population (by patient location)",Quarterly Rates,2016 Q4,2016,10/01/2016,,43,43,42,85,41.30237777,-80.26009411,POINT (-80.26009411 41.30237777)
Perry,7.15,Any Drug Overdose,"Rate of ED Visits per 10,000 Population (by patient location)",Quarterly Rates,2018 Q1,2018,01/01/2018,,50,50,42,99,40.40415317,-77.25907385,POINT (-77.25907385 40.40415317)
Forest,0,Heroin Overdose,"Rate of ED Visits per 10,000 Population (by patient location)",Quarterly Rates,2020 Q1,2020,01/01/2020,,27,27,42,53,41.51357876,-79.23780995,POINT (-79.23780995 41.51357876)
Forest,,Heroin Overdose,"Rate of ED Visits per 10,000 Visits (by facility location)",Quarterly Rates,2019 Q1,2019,01/01/2019,No Emergency Department Identified in County.,27,27,42,53,41.51357876,-79.23780995,POINT (-79.23780995 41.51357876)
Venango,8.89,Any Drug Overdose,"Rate of ED Visits per 10,000 Population (by patient location)",Quarterly Rates,2017 Q4,2017,10/01/2017,,61,61,42,121,41.40341259,-79.76286561,POINT (-79.76286561 41.40341259)
Mercer,10.22,Heroin Overdose,"Rate of ED Visits per 10,000 Visits (by facility location)",Quarterly Rates,2016 Q3,2016,07/01/2016,,43,43,42,85,41.30237777,-80.26009411,POINT (-80.26009411 41.30237777)
Lancaster,8.3,Any Drug Overdose,"Rate of ED Visits per 10,000 Population (by patient location)",Quarterly Rates,2018 Q4,2018,10/01/2018,,36,36,42,71,40.04590796,-76.25138768,POINT (-76.25138768 40.04590796)
Fayette,3.5,Any Opioid Overdose,"Rate of ED Visits per 10,000 Population (by patient location)",Quarterly Rates,2017 Q2,2017,04/01/2017,,26,26,42,51,39.9194478,-79.65189635,POINT (-79.65189635 39.9194478)
Chester,7.07,Heroin Overdose,"Rate of ED Visits per 10,000 Visits (by facility location)",Quarterly Rates,2018 Q1,2018,01/01/2018,Less than 100% of Emergency Departments in the County are Under Surveillance.,15,15,42,29,39.97487056,-75.75626498,POINT (-75.75626498 39.97487056)
Somerset,0.81,Heroin Overdose,"Rate of ED Visits per 10,000 Population (by patient location)",Quarterly Rates,2017 Q1,2017,01/01/2017,,56,56,42,111,39.97146299,-79.03100206,POINT (-79.03100206 39.97146299)
Cameron,0,Any Opioid Overdose,"Rate of ED Visits per 10,000 Population (by patient location)",Quarterly Rates,2018 Q3,2018,07/01/2018,,12,12,42,23,41.43880265,-78.20916932,POINT (-78.20916932 41.43880265)
Philadelphia,93.56,Any Drug Overdose,"Rate of ED Visits per 10,000 Visits (by facility location)",Quarterly Rates,2017 Q1,2017,01/01/2017,Less than 100% of Emergency Departments in the County are Under Surveillance.,51,51,42,101,40.00444354,-75.140236,POINT (-75.140236 40.00444354)
Cumberland,1.91,Any Opioid Overdose,"Rate of ED Visits per 10,000 Population (by patient location)",Quarterly Rates,2020 Q1,2020,01/01/2020,,21,21,42,41,40.16759839,-77.26866271,POINT (-77.26866271 40.16759839)
Adams,53.59,Any Drug Overdose,"Rate of ED Visits per 10,000 Visits (by facility location)",Quarterly Rates,2017 Q2,2017,04/01/2017,,1,1,42,1,39.87209565,-77.22224271,POINT (-77.22224271 39.87209565)
Bedford,1.25,Any Opioid Overdose,"Rate of ED Visits per 10,000 Population (by patient location)",Quarterly Rates,2018 Q1,2018,01/01/2018,,5,5,42,9,40.00737536,-78.49116474,POINT (-78.49116474 40.00737536)
Susquehanna,1.22,Any Opioid Overdose,"Rate of ED Visits per 10,000 Population (by patient location)",Quarterly Rates,2017 Q1,2017,01/01/2017,,58,58,42,115,41.8205686,-75.80250303,POINT (-75.80250303 41.8205686)
Erie,8.53,Any Drug Overdose,"Rate of ED Visits per 10,000 Population (by patient location)",Quarterly Rates,2018 Q1,2018,01/01/2018,,25,25,42,49,41.99413787,-80.0407591,POINT (-80.0407591 41.99413787)
Lancaster,7.73,Any Drug Overdose,"Rate of ED Visits per 10,000 Population (by patient location)",Quarterly Rates,2016 Q3,2016,07/01/2016,,36,36,42,71,40.04590796,-76.25138768,POINT (-76.25138768 40.04590796)
Union,62.15,Any Drug Overdose,"Rate of ED Visits per 10,000 Visits (by facility location)",Quarterly Rates,2018 Q3,2018,07/01/2018,,60,60,42,119,40.96473131,-77.06415803,POINT (-77.06415803 40.96473131)
Crawford,0.7,Any Opioid Overdose,"Rate of ED Visits per 10,000 Population (by patient location)",Quarterly Rates,2016 Q4,2016,10/01/2016,,20,20,42,39,41.68546907,-80.11321083,POINT (-80.11321083 41.68546907)
Clearfield,4.4,Heroin Overdose,"Rate of ED Visits per 10,000 Visits (by facility location)",Quarterly Rates,2018 Q4,2018,10/01/2018,,17,17,42,33,41.000429,-78.47558343,POINT (-78.47558343 41.000429)
Armstrong,12.1,Any Opioid Overdose,"Rate of ED Visits per 10,000 Visits (by facility location)",Quarterly Rates,2017 Q3,2017,07/01/2017,,3,3,42,5,40.81509526,-79.47316899,POINT (-79.47316899 40.81509526)
Adams,1.37,Any Opioid Overdose,"Rate of ED Visits per 10,000 Population (by patient location)",Quarterly Rates,2016 Q4,2016,10/01/2016,,1,1,42,1,39.87209565,-77.22224271,POINT (-77.22224271 39.87209565)
Philadelphia,3.78,Any Opioid Overdose,"Rate of ED Visits per 10,000 Population (by patient location)",Quarterly Rates,2018 Q2,2018,04/01/2018,,51,51,42,101,40.00444354,-75.140236,POINT (-75.140236 40.00444354)
Adams,5.84,Any Drug Overdose,"Rate of ED Visits per 10,000 Population (by patient location)",Quarterly Rates,2019 Q2,2019,04/01/2019,,1,1,42,1,39.87209565,-77.22224271,POINT (-77.22224271 39.87209565)
Centre,,Heroin Overdose,"Rate of ED Visits per 10,000 Population (by patient location)",Quarterly Rates,2018 Q4,2018,10/01/2018,Not displayed when count is between 1 and 4.,14,14,42,27,40.9193135,-77.82500112,POINT (-77.82500112 40.9193135)
Centre,3.58,Heroin Overdose,"Rate of ED Visits per 10,000 Visits (by facility location)",Quarterly Rates,2017 Q4,2017,10/01/2017,,14,14,42,27,40.9193135,-77.82500112,POINT (-77.82500112 40.9193135)
Fulton,,Heroin Overdose,"Rate of ED Visits per 10,000 Population (by patient location)",Quarterly Rates,2019 Q3,2019,07/01/2019,Not displayed when count is between 1 and 4.,29,29,42,57,39.92487511,-78.11485045,POINT (-78.11485045 39.92487511)
Juniata,,Heroin Overdose,"Rate of ED Visits per 10,000 Visits (by facility location)",Quarterly Rates,2019 Q2,2019,04/01/2019,No Emergency Department Identified in County.,34,34,42,67,40.53433008,-77.405775,POINT (-77.405775 40.53433008)
Armstrong,2.26,Heroin Overdose,"Rate of ED Visits per 10,000 Population (by patient location)",Quarterly Rates,2016 Q3,2016,07/01/2016,,3,3,42,5,40.81509526,-79.47316899,POINT (-79.47316899 40.81509526)
Luzerne,2.24,Heroin Overdose,"Rate of ED Visits per 10,000 Population (by patient location)",Quarterly Rates,2018 Q4,2018,10/01/2018,,40,40,42,79,41.17836439,-75.9919961,POINT (-75.9919961 41.17836439)
Beaver,3.61,Any Drug Overdose,"Rate of ED Visits per 10,000 Population (by patient location)",Quarterly Rates,2017 Q2,2017,04/01/2017,,4,4,42,7,40.68349245,-80.35107356,POINT (-80.35107356 40.68349245)
Fayette,16.72,Heroin Overdose,"Rate of ED Visits per 10,000 Visits (by facility location)",Quarterly Rates,2017 Q1,2017,01/01/2017,,26,26,42,51,39.9194478,-79.65189635,POINT (-79.65189635 39.9194478)
Centre,11,Any Drug Overdose,"Rate of ED Visits per 10,000 Population (by patient location)",Quarterly Rates,2017 Q3,2017,07/01/2017,,14,14,42,27,40.9193135,-77.82500112,POINT (-77.82500112 40.9193135)
Juniata,0,Any Opioid Overdose,"Rate of ED Visits per 10,000 Population (by patient location)",Quarterly Rates,2018 Q2,2018,04/01/2018,,34,34,42,67,40.53433008,-77.405775,POINT (-77.405775 40.53433008)
Venango,11.98,Any Drug Overdose,"Rate of ED Visits per 10,000 Population (by patient location)",Quarterly Rates,2017 Q2,2017,04/01/2017,,61,61,42,121,41.40341259,-79.76286561,POINT (-79.76286561 41.40341259)
Butler,0.91,Heroin Overdose,"Rate of ED Visits per 10,000 Population (by patient location)",Quarterly Rates,2016 Q3,2016,07/01/2016,,10,10,42,19,40.91083185,-79.91711779,POINT (-79.91711779 40.91083185)
Pike,1.43,Heroin Overdose,"Rate of ED Visits per 10,000 Population (by patient location)",Quarterly Rates,2018 Q3,2018,07/01/2018,,52,52,42,103,41.332572,-75.03270924,POINT (-75.03270924 41.332572)
Lawrence,85.67,Any Drug Overdose,"Rate of ED Visits per 10,000 Visits (by facility location)",Quarterly Rates,2018 Q4,2018,10/01/2018,,37,37,42,73,40.99325035,-80.33754114,POINT (-80.33754114 40.99325035)
Westmoreland,41.34,Any Drug Overdose,"Rate of ED Visits per 10,000 Visits (by facility location)",Quarterly Rates,2018 Q1,2018,01/01/2018,,65,65,42,129,40.310315,-79.47134118,POINT (-79.47134118 40.310315)
Clarion,1.29,Any Opioid Overdose,"Rate of ED Visits per 10,000 Population (by patient location)",Quarterly Rates,2020 Q1,2020,01/01/2020,,16,16,42,31,41.19279129,-79.42483608,POINT (-79.42483608 41.19279129)
Northampton,58.92,Any Drug Overdose,"Rate of ED Visits per 10,000 Visits (by facility location)",Quarterly Rates,2019 Q3,2019,07/01/2019,,48,48,42,95,40.7545954,-75.31263726,POINT (-75.31263726 40.7545954)
Philadelphia,25.36,Any Opioid Overdose,"Rate of ED Visits per 10,000 Visits (by facility location)",Quarterly Rates,2018 Q4,2018,10/01/2018,,51,51,42,101,40.00444354,-75.140236,POINT (-75.140236 40.00444354)
Berks,67.71,Any Drug Overdose,"Rate of ED Visits per 10,000 Visits (by facility location)",Quarterly Rates,2016 Q4,2016,10/01/2016,,6,6,42,11,40.41939635,-75.93077327,POINT (-75.93077327 40.41939635)
Cameron,,Heroin Overdose,"Rate of ED Visits per 10,000 Population (by patient location)",Quarterly Rates,2019 Q4,2019,10/01/2019,Not displayed when count is between 1 and 4.,12,12,42,23,41.43880265,-78.20916932,POINT (-78.20916932 41.43880265)
Crawford,,Heroin Overdose,"Rate of ED Visits per 10,000 Population (by patient location)",Quarterly Rates,2019 Q1,2019,01/01/2019,Not displayed when count is between 1 and 4.,20,20,42,39,41.68546907,-80.11321083,POINT (-80.11321083 41.68546907)
Cumberland,9.3,Any Drug Overdose,"Rate of ED Visits per 10,000 Population (by patient location)",Quarterly Rates,2016 Q3,2016,07/01/2016,,21,21,42,41,40.16759839,-77.26866271,POINT (-77.26866271 40.16759839)
Schuylkill,0.56,Heroin Overdose,"Rate of ED Visits per 10,000 Population (by patient location)",Quarterly Rates,2019 Q2,2019,04/01/2019,,54,54,42,107,40.70751243,-76.22332385,POINT (-76.22332385 40.70751243)
McKean,,Any Opioid Overdose,"Rate of ED Visits per 10,000 Visits (by facility location)",Quarterly Rates,2016 Q3,2016,07/01/2016,Not displayed when count is between 1 and 4.,42,42,42,83,41.81037074,-78.5712202,POINT (-78.5712202 41.81037074)
Monroe,0.83,Heroin Overdose,"Rate of ED Visits per 10,000 Population (by patient location)",Quarterly Rates,2019 Q1,2019,01/01/2019,,45,45,42,89,41.06091787,-75.34083603,POINT (-75.34083603 41.06091787)
Bedford,33.36,Any Opioid Overdose,"Rate of ED Visits per 10,000 Visits (by facility location)",Quarterly Rates,2017 Q4,2017,10/01/2017,,5,5,42,9,40.00737536,-78.49116474,POINT (-78.49116474 40.00737536)
York,8.77,Any Drug Overdose,"Rate of ED Visits per 10,000 Population (by patient location)",Quarterly Rates,2019 Q4,2019,10/01/2019,,67,67,42,133,39.92192531,-76.72576052,POINT (-76.72576052 39.92192531)
McKean,0,Heroin Overdose,"Rate of ED Visits per 10,000 Population (by patient location)",Quarterly Rates,2018 Q1,2018,01/01/2018,,42,42,42,83,41.81037074,-78.5712202,POINT (-78.5712202 41.81037074)
Luzerne,13.66,Any Opioid Overdose,"Rate of ED Visits per 10,000 Visits (by facility location)",Quarterly Rates,2019 Q1,2019,01/01/2019,1 additional facility began reporting during Q1 2019.,40,40,42,79,41.17836439,-75.9919961,POINT (-75.9919961 41.17836439)
Perry,,Heroin Overdose,"Rate of ED Visits per 10,000 Visits (by facility location)",Quarterly Rates,2017 Q3,2017,07/01/2017,No Emergency Department Identified in County.,50,50,42,99,40.40415317,-77.25907385,POINT (-77.25907385 40.40415317)
Bucks,11.79,Heroin Overdose,"Rate of ED Visits per 10,000 Visits (by facility location)",Quarterly Rates,2018 Q4,2018,10/01/2018,,9,9,42,17,40.33501133,-75.11291241,POINT (-75.11291241 40.33501133)
