"Notes"	"County"	"County Code"	"Year"	"Year Code"	Deaths	Population	Crude Rate	Crude Rate Lower 95% Confidence Interval	Crude Rate Upper 95% Confidence Interval
	"Somerset County, PA"	"42111"	"2016"	"2016"	12	75061	Unreliable	8.3	27.9
	"Somerset County, PA"	"42111"	"2017"	"2017"	13	74501	Unreliable	9.3	29.8
	"Somerset County, PA"	"42111"	"2018"	"2018"	Suppressed	73952	Suppressed	Suppressed	Suppressed
	"Sullivan County, PA"	"42113"	"1999"	"1999"	Suppressed	6485	Suppressed	Suppressed	Suppressed
	"Sullivan County, PA"	"42113"	"2000"	"2000"	Suppressed	6556	Suppressed	Suppressed	Suppressed
	"Sullivan County, PA"	"42113"	"2001"	"2001"	Suppressed	6625	Suppressed	Suppressed	Suppressed
	"Sullivan County, PA"	"42113"	"2002"	"2002"	Suppressed	6592	Suppressed	Suppressed	Suppressed
	"Sullivan County, PA"	"42113"	"2003"	"2003"	Suppressed	6574	Suppressed	Suppressed	Suppressed
	"Sullivan County, PA"	"42113"	"2004"	"2004"	Suppressed	6554	Suppressed	Suppressed	Suppressed
	"Sullivan County, PA"	"42113"	"2005"	"2005"	Suppressed	6513	Suppressed	Suppressed	Suppressed
	"Sullivan County, PA"	"42113"	"2006"	"2006"	Suppressed	6487	Suppressed	Suppressed	Suppressed
	"Sullivan County, PA"	"42113"	"2007"	"2007"	Suppressed	6525	Suppressed	Suppressed	Suppressed
	"Sullivan County, PA"	"42113"	"2008"	"2008"	Suppressed	6462	Suppressed	Suppressed	Suppressed
	"Sullivan County, PA"	"42113"	"2009"	"2009"	Suppressed	6449	Suppressed	Suppressed	Suppressed
	"Sullivan County, PA"	"42113"	"2010"	"2010"	Suppressed	6428	Suppressed	Suppressed	Suppressed
	"Sullivan County, PA"	"42113"	"2011"	"2011"	Suppressed	6479	Suppressed	Suppressed	Suppressed
	"Sullivan County, PA"	"42113"	"2012"	"2012"	Suppressed	6461	Suppressed	Suppressed	Suppressed
	"Sullivan County, PA"	"42113"	"2013"	"2013"	Suppressed	6351	Suppressed	Suppressed	Suppressed
	"Sullivan County, PA"	"42113"	"2014"	"2014"	Suppressed	6339	Suppressed	Suppressed	Suppressed
	"Sullivan County, PA"	"42113"	"2015"	"2015"	Suppressed	6328	Suppressed	Suppressed	Suppressed
	"Sullivan County, PA"	"42113"	"2016"	"2016"	Suppressed	6137	Suppressed	Suppressed	Suppressed
	"Sullivan County, PA"	"42113"	"2017"	"2017"	Suppressed	6089	Suppressed	Suppressed	Suppressed
	"Sullivan County, PA"	"42113"	"2018"	"2018"	Suppressed	6071	Suppressed	Suppressed	Suppressed
	"Susquehanna County, PA"	"42115"	"1999"	"1999"	Suppressed	42165	Suppressed	Suppressed	Suppressed
	"Susquehanna County, PA"	"42115"	"2000"	"2000"	Suppressed	42238	Suppressed	Suppressed	Suppressed
	"Susquehanna County, PA"	"42115"	"2001"	"2001"	Suppressed	42483	Suppressed	Suppressed	Suppressed
	"Susquehanna County, PA"	"42115"	"2002"	"2002"	Suppressed	42410	Suppressed	Suppressed	Suppressed
	"Susquehanna County, PA"	"42115"	"2003"	"2003"	Suppressed	42685	Suppressed	Suppressed	Suppressed
	"Susquehanna County, PA"	"42115"	"2004"	"2004"	Suppressed	42930	Suppressed	Suppressed	Suppressed
	"Susquehanna County, PA"	"42115"	"2005"	"2005"	Suppressed	43219	Suppressed	Suppressed	Suppressed
	"Susquehanna County, PA"	"42115"	"2006"	"2006"	Suppressed	43376	Suppressed	Suppressed	Suppressed
	"Susquehanna County, PA"	"42115"	"2007"	"2007"	Suppressed	43310	Suppressed	Suppressed	Suppressed
	"Susquehanna County, PA"	"42115"	"2008"	"2008"	Suppressed	43405	Suppressed	Suppressed	Suppressed
	"Susquehanna County, PA"	"42115"	"2009"	"2009"	Suppressed	43346	Suppressed	Suppressed	Suppressed
	"Susquehanna County, PA"	"42115"	"2010"	"2010"	Suppressed	43356	Suppressed	Suppressed	Suppressed
	"Susquehanna County, PA"	"42115"	"2011"	"2011"	Suppressed	43192	Suppressed	Suppressed	Suppressed
	"Susquehanna County, PA"	"42115"	"2012"	"2012"	Suppressed	42696	Suppressed	Suppressed	Suppressed
	"Susquehanna County, PA"	"42115"	"2013"	"2013"	Suppressed	42286	Suppressed	Suppressed	Suppressed
	"Susquehanna County, PA"	"42115"	"2014"	"2014"	16	41920	Unreliable	21.8	62.0
	"Susquehanna County, PA"	"42115"	"2015"	"2015"	Suppressed	41666	Suppressed	Suppressed	Suppressed
	"Susquehanna County, PA"	"42115"	"2016"	"2016"	11	40862	Unreliable	13.4	48.2
	"Susquehanna County, PA"	"42115"	"2017"	"2017"	Suppressed	40985	Suppressed	Suppressed	Suppressed
	"Susquehanna County, PA"	"42115"	"2018"	"2018"	10	40589	Unreliable	11.8	45.3
	"Tioga County, PA"	"42117"	"1999"	"1999"	Suppressed	41454	Suppressed	Suppressed	Suppressed
	"Tioga County, PA"	"42117"	"2000"	"2000"	Suppressed	41373	Suppressed	Suppressed	Suppressed
	"Tioga County, PA"	"42117"	"2001"	"2001"	Suppressed	41496	Suppressed	Suppressed	Suppressed
	"Tioga County, PA"	"42117"	"2002"	"2002"	Suppressed	41638	Suppressed	Suppressed	Suppressed
	"Tioga County, PA"	"42117"	"2003"	"2003"	Suppressed	41676	Suppressed	Suppressed	Suppressed
	"Tioga County, PA"	"42117"	"2004"	"2004"	Suppressed	41724	Suppressed	Suppressed	Suppressed
	"Tioga County, PA"	"42117"	"2005"	"2005"	Suppressed	41579	Suppressed	Suppressed	Suppressed
	"Tioga County, PA"	"42117"	"2006"	"2006"	Suppressed	41347	Suppressed	Suppressed	Suppressed
	"Tioga County, PA"	"42117"	"2007"	"2007"	Suppressed	41371	Suppressed	Suppressed	Suppressed
	"Tioga County, PA"	"42117"	"2008"	"2008"	Suppressed	41609	Suppressed	Suppressed	Suppressed
	"Tioga County, PA"	"42117"	"2009"	"2009"	Suppressed	41818	Suppressed	Suppressed	Suppressed
	"Tioga County, PA"	"42117"	"2010"	"2010"	Suppressed	41981	Suppressed	Suppressed	Suppressed
	"Tioga County, PA"	"42117"	"2011"	"2011"	Suppressed	42419	Suppressed	Suppressed	Suppressed
	"Tioga County, PA"	"42117"	"2012"	"2012"	Suppressed	42577	Suppressed	Suppressed	Suppressed
	"Tioga County, PA"	"42117"	"2013"	"2013"	Suppressed	42463	Suppressed	Suppressed	Suppressed
	"Tioga County, PA"	"42117"	"2014"	"2014"	Suppressed	42274	Suppressed	Suppressed	Suppressed
	"Tioga County, PA"	"42117"	"2015"	"2015"	Suppressed	41877	Suppressed	Suppressed	Suppressed
	"Tioga County, PA"	"42117"	"2016"	"2016"	Suppressed	41467	Suppressed	Suppressed	Suppressed
	"Tioga County, PA"	"42117"	"2017"	"2017"	Suppressed	40793	Suppressed	Suppressed	Suppressed
	"Tioga County, PA"	"42117"	"2018"	"2018"	Suppressed	40763	Suppressed	Suppressed	Suppressed
	"Union County, PA"	"42119"	"1999"	"1999"	Suppressed	41531	Suppressed	Suppressed	Suppressed
	"Union County, PA"	"42119"	"2000"	"2000"	Suppressed	41624	Suppressed	Suppressed	Suppressed
	"Union County, PA"	"42119"	"2001"	"2001"	Suppressed	42098	Suppressed	Suppressed	Suppressed
	"Union County, PA"	"42119"	"2002"	"2002"	Suppressed	42372	Suppressed	Suppressed	Suppressed
	"Union County, PA"	"42119"	"2003"	"2003"	Suppressed	42622	Suppressed	Suppressed	Suppressed
	"Union County, PA"	"42119"	"2004"	"2004"	Suppressed	43287	Suppressed	Suppressed	Suppressed
	"Union County, PA"	"42119"	"2005"	"2005"	Suppressed	43690	Suppressed	Suppressed	Suppressed
	"Union County, PA"	"42119"	"2006"	"2006"	Suppressed	44666	Suppressed	Suppressed	Suppressed
	"Union County, PA"	"42119"	"2007"	"2007"	Suppressed	44846	Suppressed	Suppressed	Suppressed
	"Union County, PA"	"42119"	"2008"	"2008"	Suppressed	45057	Suppressed	Suppressed	Suppressed
	"Union County, PA"	"42119"	"2009"	"2009"	Suppressed	44795	Suppressed	Suppressed	Suppressed
	"Union County, PA"	"42119"	"2010"	"2010"	Suppressed	44947	Suppressed	Suppressed	Suppressed
	"Union County, PA"	"42119"	"2011"	"2011"	Suppressed	44847	Suppressed	Suppressed	Suppressed
	"Union County, PA"	"42119"	"2012"	"2012"	Suppressed	44952	Suppressed	Suppressed	Suppressed
	"Union County, PA"	"42119"	"2013"	"2013"	Suppressed	44867	Suppressed	Suppressed	Suppressed
	"Union County, PA"	"42119"	"2014"	"2014"	Suppressed	44874	Suppressed	Suppressed	Suppressed
	"Union County, PA"	"42119"	"2015"	"2015"	Suppressed	44954	Suppressed	Suppressed	Suppressed
	"Union County, PA"	"42119"	"2016"	"2016"	Suppressed	45565	Suppressed	Suppressed	Suppressed
	"Union County, PA"	"42119"	"2017"	"2017"	Suppressed	44595	Suppressed	Suppressed	Suppressed
	"Union County, PA"	"42119"	"2018"	"2018"	Suppressed	44785	Suppressed	Suppressed	Suppressed
	"Venango County, PA"	"42121"	"1999"	"1999"	Suppressed	57851	Suppressed	Suppressed	Suppressed
	"Venango County, PA"	"42121"	"2000"	"2000"	Suppressed	57565	Suppressed	Suppressed	Suppressed
	"Venango County, PA"	"42121"	"2001"	"2001"	Suppressed	57091	Suppressed	Suppressed	Suppressed
	"Venango County, PA"	"42121"	"2002"	"2002"	Suppressed	56789	Suppressed	Suppressed	Suppressed
	"Venango County, PA"	"42121"	"2003"	"2003"	Suppressed	56590	Suppressed	Suppressed	Suppressed
	"Venango County, PA"	"42121"	"2004"	"2004"	Suppressed	56196	Suppressed	Suppressed	Suppressed
	"Venango County, PA"	"42121"	"2005"	"2005"	Suppressed	56016	Suppressed	Suppressed	Suppressed
	"Venango County, PA"	"42121"	"2006"	"2006"	Suppressed	55761	Suppressed	Suppressed	Suppressed
	"Venango County, PA"	"42121"	"2007"	"2007"	Suppressed	55510	Suppressed	Suppressed	Suppressed
	"Venango County, PA"	"42121"	"2008"	"2008"	Suppressed	55315	Suppressed	Suppressed	Suppressed
	"Venango County, PA"	"42121"	"2009"	"2009"	Suppressed	55087	Suppressed	Suppressed	Suppressed
	"Venango County, PA"	"42121"	"2010"	"2010"	Suppressed	54984	Suppressed	Suppressed	Suppressed
	"Venango County, PA"	"42121"	"2011"	"2011"	Suppressed	54683	Suppressed	Suppressed	Suppressed
	"Venango County, PA"	"42121"	"2012"	"2012"	Suppressed	54272	Suppressed	Suppressed	Suppressed
	"Venango County, PA"	"42121"	"2013"	"2013"	Suppressed	53907	Suppressed	Suppressed	Suppressed
	"Venango County, PA"	"42121"	"2014"	"2014"	Suppressed	53529	Suppressed	Suppressed	Suppressed
	"Venango County, PA"	"42121"	"2015"	"2015"	Suppressed	53119	Suppressed	Suppressed	Suppressed
	"Venango County, PA"	"42121"	"2016"	"2016"	Suppressed	52582	Suppressed	Suppressed	Suppressed
	"Venango County, PA"	"42121"	"2017"	"2017"	Suppressed	51762	Suppressed	Suppressed	Suppressed
	"Venango County, PA"	"42121"	"2018"	"2018"	Suppressed	51266	Suppressed	Suppressed	Suppressed
	"Warren County, PA"	"42123"	"1999"	"1999"	Suppressed	44064	Suppressed	Suppressed	Suppressed
	"Warren County, PA"	"42123"	"2000"	"2000"	Suppressed	43863	Suppressed	Suppressed	Suppressed
	"Warren County, PA"	"42123"	"2001"	"2001"	Suppressed	43562	Suppressed	Suppressed	Suppressed
	"Warren County, PA"	"42123"	"2002"	"2002"	Suppressed	43184	Suppressed	Suppressed	Suppressed
	"Warren County, PA"	"42123"	"2003"	"2003"	Suppressed	42896	Suppressed	Suppressed	Suppressed
	"Warren County, PA"	"42123"	"2004"	"2004"	Suppressed	42667	Suppressed	Suppressed	Suppressed
	"Warren County, PA"	"42123"	"2005"	"2005"	Suppressed	42218	Suppressed	Suppressed	Suppressed
	"Warren County, PA"	"42123"	"2006"	"2006"	Suppressed	41972	Suppressed	Suppressed	Suppressed
	"Warren County, PA"	"42123"	"2007"	"2007"	Suppressed	41963	Suppressed	Suppressed	Suppressed
	"Warren County, PA"	"42123"	"2008"	"2008"	Suppressed	41853	Suppressed	Suppressed	Suppressed
	"Warren County, PA"	"42123"	"2009"	"2009"	Suppressed	41831	Suppressed	Suppressed	Suppressed
	"Warren County, PA"	"42123"	"2010"	"2010"	Suppressed	41815	Suppressed	Suppressed	Suppressed
	"Warren County, PA"	"42123"	"2011"	"2011"	Suppressed	41441	Suppressed	Suppressed	Suppressed
	"Warren County, PA"	"42123"	"2012"	"2012"	Suppressed	41146	Suppressed	Suppressed	Suppressed
	"Warren County, PA"	"42123"	"2013"	"2013"	Suppressed	40885	Suppressed	Suppressed	Suppressed
	"Warren County, PA"	"42123"	"2014"	"2014"	Suppressed	40703	Suppressed	Suppressed	Suppressed
	"Warren County, PA"	"42123"	"2015"	"2015"	Suppressed	40396	Suppressed	Suppressed	Suppressed
	"Warren County, PA"	"42123"	"2016"	"2016"	Suppressed	40025	Suppressed	Suppressed	Suppressed
	"Warren County, PA"	"42123"	"2017"	"2017"	Suppressed	39659	Suppressed	Suppressed	Suppressed
	"Warren County, PA"	"42123"	"2018"	"2018"	Suppressed	39498	Suppressed	Suppressed	Suppressed
	"Washington County, PA"	"42125"	"1999"	"1999"	Suppressed	203078	Suppressed	Suppressed	Suppressed
	"Washington County, PA"	"42125"	"2000"	"2000"	Suppressed	202897	Suppressed	Suppressed	Suppressed
	"Washington County, PA"	"42125"	"2001"	"2001"	Suppressed	203179	Suppressed	Suppressed	Suppressed
	"Washington County, PA"	"42125"	"2002"	"2002"	14	203104	Unreliable	3.8	11.6
	"Washington County, PA"	"42125"	"2003"	"2003"	20	203859	9.8	6.0	15.2
	"Washington County, PA"	"42125"	"2004"	"2004"	22	204090	10.8	6.8	16.3
	"Washington County, PA"	"42125"	"2005"	"2005"	14	205359	Unreliable	3.7	11.4
	"Washington County, PA"	"42125"	"2006"	"2006"	14	205992	Unreliable	3.7	11.4
	"Washington County, PA"	"42125"	"2007"	"2007"	16	206259	Unreliable	4.4	12.6
	"Washington County, PA"	"42125"	"2008"	"2008"	16	207240	Unreliable	4.4	12.5
	"Washington County, PA"	"42125"	"2009"	"2009"	11	207571	Unreliable	2.6	9.5
	"Washington County, PA"	"42125"	"2010"	"2010"	27	207820	13.0	8.6	18.9
	"Washington County, PA"	"42125"	"2011"	"2011"	38	208282	18.2	12.9	25.0
	"Washington County, PA"	"42125"	"2012"	"2012"	24	208716	11.5	7.4	17.1
	"Washington County, PA"	"42125"	"2013"	"2013"	42	208206	20.2	14.5	27.3
	"Washington County, PA"	"42125"	"2014"	"2014"	30	208187	14.4	9.7	20.6
	"Washington County, PA"	"42125"	"2015"	"2015"	56	208261	26.9	20.3	34.9
	"Washington County, PA"	"42125"	"2016"	"2016"	104	207981	50.0	40.4	59.6
	"Washington County, PA"	"42125"	"2017"	"2017"	102	207298	49.2	39.7	58.8
	"Washington County, PA"	"42125"	"2018"	"2018"	70	207346	33.8	26.3	42.7
	"Wayne County, PA"	"42127"	"1999"	"1999"	Suppressed	47133	Suppressed	Suppressed	Suppressed
	"Wayne County, PA"	"42127"	"2000"	"2000"	Suppressed	47722	Suppressed	Suppressed	Suppressed
	"Wayne County, PA"	"42127"	"2001"	"2001"	Suppressed	47994	Suppressed	Suppressed	Suppressed
	"Wayne County, PA"	"42127"	"2002"	"2002"	Suppressed	48330	Suppressed	Suppressed	Suppressed
	"Wayne County, PA"	"42127"	"2003"	"2003"	Suppressed	48938	Suppressed	Suppressed	Suppressed
	"Wayne County, PA"	"42127"	"2004"	"2004"	10	49423	Unreliable	9.7	37.2
	"Wayne County, PA"	"42127"	"2005"	"2005"	Suppressed	50409	Suppressed	Suppressed	Suppressed
	"Wayne County, PA"	"42127"	"2006"	"2006"	Suppressed	52031	Suppressed	Suppressed	Suppressed
	"Wayne County, PA"	"42127"	"2007"	"2007"	Suppressed	52341	Suppressed	Suppressed	Suppressed
	"Wayne County, PA"	"42127"	"2008"	"2008"	Suppressed	51692	Suppressed	Suppressed	Suppressed
	"Wayne County, PA"	"42127"	"2009"	"2009"	Suppressed	52552	Suppressed	Suppressed	Suppressed
	"Wayne County, PA"	"42127"	"2010"	"2010"	Suppressed	52822	Suppressed	Suppressed	Suppressed
	"Wayne County, PA"	"42127"	"2011"	"2011"	Suppressed	53004	Suppressed	Suppressed	Suppressed
	"Wayne County, PA"	"42127"	"2012"	"2012"	12	51955	Unreliable	11.9	40.3
	"Wayne County, PA"	"42127"	"2013"	"2013"	Suppressed	51548	Suppressed	Suppressed	Suppressed
	"Wayne County, PA"	"42127"	"2014"	"2014"	Suppressed	51401	Suppressed	Suppressed	Suppressed
	"Wayne County, PA"	"42127"	"2015"	"2015"	14	51198	Unreliable	14.9	45.9
	"Wayne County, PA"	"42127"	"2016"	"2016"	14	50710	Unreliable	15.1	46.3
	"Wayne County, PA"	"42127"	"2017"	"2017"	14	51205	Unreliable	14.9	45.9
	"Wayne County, PA"	"42127"	"2018"	"2018"	14	51276	Unreliable	14.9	45.8
	"Westmoreland County, PA"	"42129"	"1999"	"1999"	Suppressed	371248	Suppressed	Suppressed	Suppressed
	"Westmoreland County, PA"	"42129"	"2000"	"2000"	Suppressed	369993	Suppressed	Suppressed	Suppressed
	"Westmoreland County, PA"	"42129"	"2001"	"2001"	10	368698	Unreliable	1.3	5.0
	"Westmoreland County, PA"	"42129"	"2002"	"2002"	11	367680	Unreliable	1.5	5.4
	"Westmoreland County, PA"	"42129"	"2003"	"2003"	24	367836	6.5	4.2	9.7
	"Westmoreland County, PA"	"42129"	"2004"	"2004"	21	367281	5.7	3.5	8.7
	"Westmoreland County, PA"	"42129"	"2005"	"2005"	32	366946	8.7	6.0	12.3
	"Westmoreland County, PA"	"42129"	"2006"	"2006"	31	366559	8.5	5.7	12.0
	"Westmoreland County, PA"	"42129"	"2007"	"2007"	18	366318	Unreliable	2.9	7.8
	"Westmoreland County, PA"	"42129"	"2008"	"2008"	28	366058	7.6	5.1	11.1
	"Westmoreland County, PA"	"42129"	"2009"	"2009"	46	365259	12.6	9.2	16.8
	"Westmoreland County, PA"	"42129"	"2010"	"2010"	37	365169	10.1	7.1	14.0
	"Westmoreland County, PA"	"42129"	"2011"	"2011"	12	364471	Unreliable	1.7	5.8
	"Westmoreland County, PA"	"42129"	"2012"	"2012"	18	363395	Unreliable	2.9	7.8
	"Westmoreland County, PA"	"42129"	"2013"	"2013"	15	362437	Unreliable	2.3	6.8
	"Westmoreland County, PA"	"42129"	"2014"	"2014"	17	359320	Unreliable	2.8	7.6
	"Westmoreland County, PA"	"42129"	"2015"	"2015"	13	357956	Unreliable	1.9	6.2
	"Westmoreland County, PA"	"42129"	"2016"	"2016"	33	355458	9.3	6.4	13.0
	"Westmoreland County, PA"	"42129"	"2017"	"2017"	22	352627	6.2	3.9	9.4
	"Westmoreland County, PA"	"42129"	"2018"	"2018"	18	350611	Unreliable	3.0	8.1
	"Wyoming County, PA"	"42131"	"1999"	"1999"	Suppressed	28268	Suppressed	Suppressed	Suppressed
	"Wyoming County, PA"	"42131"	"2000"	"2000"	Suppressed	28080	Suppressed	Suppressed	Suppressed
	"Wyoming County, PA"	"42131"	"2001"	"2001"	Suppressed	28119	Suppressed	Suppressed	Suppressed
	"Wyoming County, PA"	"42131"	"2002"	"2002"	Suppressed	28011	Suppressed	Suppressed	Suppressed
	"Wyoming County, PA"	"42131"	"2003"	"2003"	Suppressed	28074	Suppressed	Suppressed	Suppressed
	"Wyoming County, PA"	"42131"	"2004"	"2004"	Suppressed	28195	Suppressed	Suppressed	Suppressed
	"Wyoming County, PA"	"42131"	"2005"	"2005"	Suppressed	28160	Suppressed	Suppressed	Suppressed
	"Wyoming County, PA"	"42131"	"2006"	"2006"	Suppressed	28194	Suppressed	Suppressed	Suppressed
	"Wyoming County, PA"	"42131"	"2007"	"2007"	Suppressed	28287	Suppressed	Suppressed	Suppressed
	"Wyoming County, PA"	"42131"	"2008"	"2008"	Suppressed	28294	Suppressed	Suppressed	Suppressed
	"Wyoming County, PA"	"42131"	"2009"	"2009"	Suppressed	28268	Suppressed	Suppressed	Suppressed
	"Wyoming County, PA"	"42131"	"2010"	"2010"	Suppressed	28276	Suppressed	Suppressed	Suppressed
	"Wyoming County, PA"	"42131"	"2011"	"2011"	Suppressed	28406	Suppressed	Suppressed	Suppressed
	"Wyoming County, PA"	"42131"	"2012"	"2012"	Suppressed	28125	Suppressed	Suppressed	Suppressed
	"Wyoming County, PA"	"42131"	"2013"	"2013"	Suppressed	28003	Suppressed	Suppressed	Suppressed
	"Wyoming County, PA"	"42131"	"2014"	"2014"	Suppressed	28131	Suppressed	Suppressed	Suppressed
	"Wyoming County, PA"	"42131"	"2015"	"2015"	Suppressed	27800	Suppressed	Suppressed	Suppressed
	"Wyoming County, PA"	"42131"	"2016"	"2016"	Suppressed	27521	Suppressed	Suppressed	Suppressed
	"Wyoming County, PA"	"42131"	"2017"	"2017"	10	27322	Unreliable	17.6	67.3
	"Wyoming County, PA"	"42131"	"2018"	"2018"	11	27046	Unreliable	20.3	72.8
	"York County, PA"	"42133"	"1999"	"1999"	Suppressed	378905	Suppressed	Suppressed	Suppressed
	"York County, PA"	"42133"	"2000"	"2000"	15	381751	Unreliable	2.2	6.5
	"York County, PA"	"42133"	"2001"	"2001"	Suppressed	385773	Suppressed	Suppressed	Suppressed
	"York County, PA"	"42133"	"2002"	"2002"	Suppressed	389692	Suppressed	Suppressed	Suppressed
	"York County, PA"	"42133"	"2003"	"2003"	Suppressed	395093	Suppressed	Suppressed	Suppressed
	"York County, PA"	"42133"	"2004"	"2004"	15	401403	Unreliable	2.1	6.2
	"York County, PA"	"42133"	"2005"	"2005"	Suppressed	409066	Suppressed	Suppressed	Suppressed
	"York County, PA"	"42133"	"2006"	"2006"	10	418043	Unreliable	1.1	4.4
	"York County, PA"	"42133"	"2007"	"2007"	Suppressed	424919	Suppressed	Suppressed	Suppressed
	"York County, PA"	"42133"	"2008"	"2008"	Suppressed	429399	Suppressed	Suppressed	Suppressed
	"York County, PA"	"42133"	"2009"	"2009"	12	433022	Unreliable	1.4	4.8
	"York County, PA"	"42133"	"2010"	"2010"	15	434972	Unreliable	1.9	5.7
	"York County, PA"	"42133"	"2011"	"2011"	16	436770	Unreliable	2.1	5.9
	"York County, PA"	"42133"	"2012"	"2012"	24	437846	5.5	3.5	8.2
	"York County, PA"	"42133"	"2013"	"2013"	23	438965	5.2	3.3	7.9
	"York County, PA"	"42133"	"2014"	"2014"	53	440755	12.0	9.0	15.7
	"York County, PA"	"42133"	"2015"	"2015"	57	442867	12.9	9.7	16.7
	"York County, PA"	"42133"	"2016"	"2016"	46	443744	10.4	7.6	13.8
	"York County, PA"	"42133"	"2017"	"2017"	76	446078	17.0	13.4	21.3
	"York County, PA"	"42133"	"2018"	"2018"	66	448273	14.7	11.4	18.7
"---"
"Dataset: Multiple Cause of Death, 1999-2018"
"Query Parameters:"
"MCD - ICD-10 Codes: T40.0 (Opium); T40.1 (Heroin); T40.2 (Other opioids); T40.3 (Methadone); T40.4 (Other synthetic narcotics);"
"T40.6 (Other and unspecified narcotics)"
"States: Pennsylvania (42)"
"Group By: County; Year"
"Show Totals: Disabled"
"Show Zero Values: True"
"Show Suppressed: True"
"Calculate Rates Per: 100,000"
"Rate Options: Default intercensal populations for years 2001-2009 (except Infant Age Groups)"
"---"
"Help: See http://wonder.cdc.gov/wonder/help/mcd.html for more information."
"---"
"Query Date: Jul 2, 2020 12:11:46 PM"
"---"
"Suggested Citation: Centers for Disease Control and Prevention, National Center for Health Statistics. Multiple Cause of Death"
"1999-2018 on CDC WONDER Online Database, released in 2020. Data are from the Multiple Cause of Death Files, 1999-2018, as"
"compiled from data provided by the 57 vital statistics jurisdictions through the Vital Statistics Cooperative Program. Accessed"
"at http://wonder.cdc.gov/mcd-icd10.html on Jul 2, 2020 12:11:46 PM"
"---"
Messages:
"1. Totals are not available for these results due to suppression constraints. More Information:"
"http://wonder.cdc.gov/wonder/help/faq.html#Privacy."
"---"
Caveats:
"1. As of April 3, 2017, the underlying cause of death has been revised for 125 deaths in 2014. More information:"
"http://wonder.cdc.gov/wonder/help/mcd.html#2014-Revision."
"2. Data are Suppressed when the data meet the criteria for confidentiality constraints. More information:"
"http://wonder.cdc.gov/wonder/help/mcd.html#Assurance of Confidentiality."
"3. Death rates are flagged as Unreliable when the rate is calculated with a numerator of 20 or less. More information:"
"http://wonder.cdc.gov/wonder/help/mcd.html#Unreliable."
"4. The method used to calculate 95% confidence intervals is documented here: More information:"
"http://wonder.cdc.gov/wonder/help/mcd.html#Confidence-Intervals."
"5. The population figures for year 2018 are bridged-race estimates of the July 1 resident population, from the Vintage 2018"
"postcensal series released by NCHS on June 25, 2019. The population figures for year 2017 are bridged-race estimates of the July"
"1 resident population, from the Vintage 2017 postcensal series released by NCHS on June 27, 2018. The population figures for"
"year 2016 are bridged-race estimates of the July 1 resident population, from the Vintage 2016 postcensal series released by NCHS"
"on June 26, 2017. The population figures for year 2015 are bridged-race estimates of the July 1 resident population, from the"
"Vintage 2015 postcensal series released by NCHS on June 28, 2016. The population figures for year 2014 are bridged-race"
"estimates of the July 1 resident population, from the Vintage 2014 postcensal series released by NCHS on June 30, 2015. The"
"population figures for year 2013 are bridged-race estimates of the July 1 resident population, from the Vintage 2013 postcensal"
"series released by NCHS on June 26, 2014. The population figures for year 2012 are bridged-race estimates of the July 1 resident"
"population, from the Vintage 2012 postcensal series released by NCHS on June 13, 2013. Population figures for 2011 are"
"bridged-race estimates of the July 1 resident population, from the county-level postcensal Vintage 2011 series released by NCHS"
"on July 18, 2012. Population figures for 2010 are April 1 Census counts. The population figures for years 2001 - 2009, are"
"bridged-race estimates of the July 1 resident population, from the revised intercensal county-level 2000 - 2009 series released"
"by NCHS on October 26, 2012. Population figures for 2000 are April 1 Census counts. Population figures for 1999 are from the"
"1990-1999 intercensal series of July 1 estimates. Population figures for Infant Age Groups are the number of live births."
"<br/><b>Note:</b> Rates and population figures for years 2001 - 2009 differ slightly from previously published reports, due to"
"use of the population estimates which were available at the time of release."
"6. The population figures used in the calculation of death rates for the age group 'under 1 year' are the estimates of the"
"resident population that is under one year of age. More information: http://wonder.cdc.gov/wonder/help/mcd.html#Age Group."
"7. Changes to cause of death classification affect reporting trends. More information:"
"http://wonder.cdc.gov/wonder/help/mcd.html#ICD-10 Changes."
